date;pollution;dew;temp;press;wnd_dir;wnd_spd;snow;rain
03.01.2010 12:00;107.0;-11;-9.0;1021.0;SE;105.93;17;0
03.01.2010 13:00;90.0;-11;-9.0;1020.0;SE;111.74;19;0
03.01.2010 14:00;96.0;-11;-9.0;1020.0;SE;116.66;20;0
03.01.2010 15:00;95.0;-11;-9.0;1020.0;SE;121.58;21;0
03.01.2010 16:00;86.0;-11;-9.0;1020.0;SE;124.71;22;0
03.01.2010 17:00;70.0;-11;-9.0;1020.0;SE;127.84;23;0
03.01.2010 18:00;61.0;-11;-9.0;1021.0;cv;0.89;24;0
03.01.2010 19:00;53.0;-11;-9.0;1022.0;cv;Jan 78;25;0
03.01.2010 20:00;71.0;-10;-9.0;1022.0;NW;04. Feb;26;0
03.01.2010 21:00;72.0;-11;-10.0;1023.0;NW;Jul 15;27;0
03.01.2010 22:00;76.0;-11;-9.0;1023.0;NW;Nov 17;0;0
03.01.2010 23:00;73.0;-12;-11.0;1023.0;NW;14. Mrz;0;0
04.01.2010 00:00;79.0;-14;-12.0;1023.0;NW;16. Sep;0;0
04.01.2010 01:00;58.0;-16;-9.0;1023.0;NW;21. Sep;0;0
04.01.2010 02:00;25.0;-17;-10.0;1024.0;NW;29.95;0;0
04.01.2010 03:00;26.0;-18;-11.0;1024.0;NW;39.78;0;0
04.01.2010 04:00;28.0;-19;-11.0;1025.0;NW;48.72;0;0
04.01.2010 05:00;26.0;-20;-12.0;1026.0;NW;55.87;0;0
04.01.2010 06:00;20.0;-21;-12.0;1027.0;NW;64.81;0;0
04.01.2010 07:00;29.0;-21;-13.0;1027.0;NW;73.75;0;0
04.01.2010 08:00;26.0;-22;-13.0;1028.0;NW;80.9;0;0
04.01.2010 09:00;27.0;-22;-13.0;1029.0;NW;90.73;0;0
04.01.2010 10:00;27.0;-22;-12.0;1030.0;NW;100.56;0;0
04.01.2010 11:00;25.0;-23;-12.0;1031.0;NW;108.61;0;0
04.01.2010 12:00;29.0;-21;-11.0;1030.0;NW;117.55;0;0
04.01.2010 13:00;32.0;-20;-10.0;1030.0;NW;127.38;0;0
04.01.2010 14:00;28.0;-21;-10.0;1030.0;NW;136.32;0;0
04.01.2010 15:00;29.0;-21;-9.0;1030.0;NW;145.26;0;0
04.01.2010 16:00;30.0;-21;-9.0;1031.0;NW;152.41;0;0
04.01.2010 17:00;30.0;-20;-11.0;1032.0;NW;159.56;0;0
04.01.2010 18:00;28.0;-23;-11.0;1032.0;NW;165.37;0;0
04.01.2010 19:00;26.0;-21;-12.0;1033.0;NW;171.18;0;0
04.01.2010 20:00;31.0;-24;-12.0;1034.0;NW;180.12;0;0
04.01.2010 21:00;33.0;-24;-13.0;1034.0;NW;187.27;0;0
04.01.2010 22:00;29.0;-24;-13.0;1035.0;NW;195.32;0;0
04.01.2010 23:00;31.0;-26;-15.0;1035.0;NW;198.45;0;0
05.01.2010 00:00;30.0;-26;-17.0;1035.0;NW;201.58;0;0
05.01.2010 01:00;34.0;-26;-18.0;1035.0;NW;205.6;0;0
05.01.2010 02:00;27.0;-26;-19.0;1035.0;NW;208.73;0;0
05.01.2010 03:00;25.0;-27;-18.0;1035.0;NW;213.65;0;0
05.01.2010 04:00;28.0;-27;-19.0;1035.0;NW;218.57;0;0
05.01.2010 05:00;28.0;-27;-16.0;1034.0;NE;Apr 92;0;0
05.01.2010 06:00;27.0;-26;-16.0;1035.0;NE;08. Mai;0;0
05.01.2010 07:00;27.0;-27;-16.0;1034.0;NE;13.86;0;0
05.01.2010 08:00;27.0;-26;-16.0;1035.0;NE;18.78;0;0
05.01.2010 09:00;29.0;-26;-15.0;1035.0;NE;24.59;0;0
05.01.2010 10:00;36.0;-25;-14.0;1035.0;NE;29.51;0;0
05.01.2010 11:00;30.0;-25;-13.0;1035.0;NE;34.43;0;0
05.01.2010 12:00;27.0;-25;-12.0;1034.0;NE;39.35;0;0
05.01.2010 13:00;39.0;-24;-11.0;1032.0;NE;41.14;0;0
05.01.2010 14:00;41.0;-22;-11.0;1032.0;cv;0.89;0;0
05.01.2010 15:00;33.0;-23;-11.0;1031.0;NW;Jan 79;0;0
05.01.2010 16:00;50.0;-24;-11.0;1031.0;NW;Mrz 58;0;0
05.01.2010 17:00;56.0;-23;-11.0;1031.0;NW;Mai 37;0;0
05.01.2010 18:00;59.0;-23;-11.0;1032.0;NW;Jul 16;0;0
05.01.2010 19:00;60.0;-22;-13.0;1033.0;NW;Okt 29;0;0
05.01.2010 20:00;84.0;-22;-12.0;1033.0;NW;13.42;0;0
05.01.2010 21:00;106.0;-24;-18.0;1033.0;NW;16.55;0;0
05.01.2010 22:00;66.0;-22;-13.0;1034.0;NW;20.57;0;0
05.01.2010 23:00;50.0;-22;-16.0;1033.0;NW;23. Jul;0;0
06.01.2010 00:00;56.0;-25;-17.0;1033.0;NW;26.83;0;0
06.01.2010 01:00;77.0;-25;-14.0;1033.0;NE;04. Feb;0;0
06.01.2010 02:00;50.0;-26;-14.0;1034.0;NE;08. Apr;0;0
06.01.2010 03:00;44.0;-26;-14.0;1033.0;NE;13.85;0;0
06.01.2010 04:00;27.0;-26;-14.0;1033.0;NE;17.87;0;0
06.01.2010 05:00;28.0;-26;-14.0;1033.0;NE;23.68;0;0
06.01.2010 06:00;21.0;-26;-14.0;1033.0;NE;28. Jun;0;0
06.01.2010 07:00;25.0;-26;-15.0;1034.0;NE;33.52;0;0
06.01.2010 08:00;20.0;-26;-14.0;1034.0;NE;39.33;0;0
06.01.2010 09:00;29.0;-25;-13.0;1035.0;NE;44.25;0;0
06.01.2010 10:00;34.0;-25;-12.0;1035.0;NE;50.06;0;0
06.01.2010 11:00;42.0;-24;-11.0;1035.0;NE;54.98;0;0
06.01.2010 12:00;28.0;-24;-10.0;1034.0;NE;59.0;0;0
06.01.2010 13:00;36.0;-22;-10.0;1033.0;NW;04. Feb;0;0
06.01.2010 14:00;48.0;-22;-9.0;1033.0;NW;Mai 81;0;0
06.01.2010 15:00;49.0;-22;-8.0;1033.0;cv;0.89;0;0
06.01.2010 16:00;52.0;-22;-8.0;1033.0;NW;Jan 79;0;0
06.01.2010 17:00;56.0;-21;-9.0;1033.0;NW;Mrz 58;0;0
06.01.2010 18:00;96.0;-22;-9.0;1033.0;NW;Mai 37;0;0
06.01.2010 19:00;75.0;-22;-14.0;1034.0;cv;0.89;0;0
06.01.2010 20:00;105.0;-22;-12.0;1035.0;NW;Jan 79;0;0
06.01.2010 21:00;132.0;-21;-14.0;1034.0;NW;Mrz 58;0;0
06.01.2010 22:00;93.0;-22;-16.0;1035.0;NW;Mai 37;0;0
06.01.2010 23:00;131.0;-21;-16.0;1035.0;NW;Jul 16;0;0
07.01.2010 00:00;127.0;-21;-16.0;1035.0;NW;Aug 95;0;0
07.01.2010 01:00;130.0;-21;-16.0;1035.0;cv;0.45;0;0
07.01.2010 02:00;43.0;-22;-18.0;1036.0;cv;Jan 34;0;0
07.01.2010 03:00;37.0;-23;-15.0;1036.0;NW;04. Feb;0;0
07.01.2010 04:00;30.0;-24;-16.0;1035.0;NW;Jul 15;0;0
07.01.2010 05:00;28.0;-25;-15.0;1035.0;NW;Okt 28;0;0
07.01.2010 06:00;24.0;-24;-15.0;1035.0;NW;14. Mrz;0;0
07.01.2010 07:00;23.0;-25;-13.0;1036.0;NE;Apr 92;0;0
07.01.2010 08:00;24.0;-24;-14.0;1036.0;NW;04. Feb;0;0
07.01.2010 09:00;27.0;-23;-12.0;1036.0;NW;Aug 94;0;0
07.01.2010 10:00;40.0;-22;-11.0;1036.0;NW;Dez 96;0;0
07.01.2010 11:00;42.0;-20;-10.0;1036.0;NW;16. Sep;0;0
07.01.2010 12:00;42.0;-21;-9.0;1035.0;NW;19.22;0;0
07.01.2010 13:00;55.0;-21;-8.0;1034.0;NW;21. Jan;0;0
07.01.2010 14:00;52.0;-20;-7.0;1033.0;NW;22. Aug;0;0
07.01.2010 15:00;51.0;-20;-7.0;1032.0;NW;24.59;0;0
07.01.2010 16:00;57.0;-18;-8.0;1032.0;NW;26.38;0;0
07.01.2010 17:00;50.0;-19;-9.0;1032.0;NW;28.17;0;0
07.01.2010 18:00;54.0;-19;-11.0;1032.0;NE;0.89;0;0
07.01.2010 19:00;67.0;-18;-11.0;1033.0;NW;Jan 79;0;0
07.01.2010 20:00;106.0;-19;-15.0;1032.0;NE;Jan 79;0;0
07.01.2010 21:00;159.0;-19;-14.0;1032.0;cv;0.45;0;0
07.01.2010 22:00;198.0;-21;-14.0;1032.0;cv;Jan 34;0;0
07.01.2010 23:00;190.0;-21;-16.0;1032.0;cv;Feb 23;0;0
08.01.2010 00:00;210.0;-21;-17.0;1031.0;NW;Jan 79;0;0
08.01.2010 01:00;195.0;-19;-16.0;1031.0;NW;Mrz 58;0;0
08.01.2010 02:00;275.0;-20;-16.0;1031.0;NE;0.89;0;0
08.01.2010 03:00;164.0;-19;-15.0;1030.0;SE;0.89;0;0
08.01.2010 04:00;110.0;-18;-15.0;1030.0;cv;0.45;0;0
08.01.2010 05:00;100.0;-18;-15.0;1029.0;cv;Jan 34;0;0
08.01.2010 06:00;81.0;-18;-15.0;1029.0;NW;Jan 79;0;0
08.01.2010 07:00;71.0;-16;-13.0;1029.0;NE;0.89;0;0
08.01.2010 08:00;66.0;-16;-12.0;1029.0;SE;0.89;0;0
08.01.2010 09:00;92.0;-16;-12.0;1030.0;SE;Jan 78;0;0
08.01.2010 10:00;135.0;-17;-10.0;1030.0;NE;0.89;0;0
08.01.2010 11:00;155.0;-16;-10.0;1029.0;cv;0.89;0;0
08.01.2010 12:00;198.0;-16;-9.0;1028.0;SE;Mrz 13;0;0
08.01.2010 13:00;250.0;-15;-8.0;1026.0;SE;Apr 92;0;0
08.01.2010 14:00;200.0;-16;-8.0;1026.0;cv;0.89;0;0
08.01.2010 15:00;231.0;-16;-8.0;1025.0;cv;Jan 78;0;0
08.01.2010 16:00;250.0;-16;-8.0;1025.0;cv;Feb 67;0;0
08.01.2010 17:00;212.0;-17;-8.0;1025.0;SE;0.89;0;0
08.01.2010 18:00;219.0;-17;-9.0;1026.0;cv;0.45;0;0
08.01.2010 19:00;227.0;-17;-11.0;1026.0;cv;Jan 34;0;0
08.01.2010 20:00;226.0;-17;-12.0;1026.0;cv;Jan 79;0;0
08.01.2010 21:00;225.0;-18;-14.0;1027.0;NW;Jan 79;0;0
08.01.2010 22:00;168.0;-16;-9.0;1027.0;NW;Apr 92;0;0
08.01.2010 23:00;169.0;-16;-11.0;1027.0;NW;Jun 71;0;0
09.01.2010 00:00;165.0;-17;-13.0;1027.0;cv;0.89;0;0
09.01.2010 01:00;159.0;-17;-13.0;1027.0;NW;Mrz 13;0;0
09.01.2010 02:00;167.0;-17;-14.0;1027.0;NW;Apr 92;0;0
09.01.2010 03:00;196.0;-17;-15.0;1027.0;NW;08. Mai;0;0
09.01.2010 04:00;169.0;-17;-13.0;1027.0;NW;Sep 84;0;0
09.01.2010 05:00;155.0;-19;-16.0;1027.0;NW;13.86;0;0
09.01.2010 06:00;119.0;-18;-15.0;1027.0;NW;17.88;0;0
09.01.2010 07:00;106.0;-19;-15.0;1027.0;NW;21. Sep;0;0
09.01.2010 08:00;93.0;-18;-14.0;1028.0;NW;25.92;0;0
09.01.2010 09:00;84.0;-18;-9.0;1029.0;NE;Mai 81;0;0
09.01.2010 10:00;73.0;-17;-7.0;1029.0;NE;Nov 62;0;0
09.01.2010 11:00;66.0;-17;-6.0;1030.0;NE;17.43;0;0
09.01.2010 12:00;40.0;-16;-6.0;1029.0;NE;23.24;0;0
09.01.2010 13:00;49.0;-16;-5.0;1029.0;NE;28.16;0;0
09.01.2010 14:00;50.0;-15;-4.0;1029.0;NE;33.08;0;0
09.01.2010 15:00;49.0;-14;-4.0;1028.0;NE;37.1;0;0
09.01.2010 16:00;41.0;-15;-4.0;1029.0;NE;38.89;0;0
09.01.2010 17:00;37.0;-15;-4.0;1030.0;NW;Jan 79;0;0
09.01.2010 18:00;45.0;-15;-7.0;1030.0;NE;Mrz 13;0;0
09.01.2010 19:00;44.0;-15;-6.0;1031.0;NW;Mrz 13;0;0
09.01.2010 20:00;54.0;-15;-7.0;1032.0;NW;Apr 92;0;0
09.01.2010 21:00;50.0;-15;-6.0;1032.0;NE;Mrz 13;0;0
09.01.2010 22:00;47.0;-15;-8.0;1033.0;cv;0.45;0;0
09.01.2010 23:00;66.0;-15;-8.0;1033.0;cv;0.9;0;0
10.01.2010 00:00;75.0;-15;-11.0;1033.0;NW;0.89;0;0
10.01.2010 01:00;82.0;-17;-13.0;1033.0;NW;Jan 78;0;0
10.01.2010 02:00;66.0;-17;-12.0;1033.0;NW;Apr 91;0;0
10.01.2010 03:00;83.0;-17;-13.0;1033.0;NW;08. Apr;0;0
10.01.2010 04:00;62.0;-19;-14.0;1032.0;NW;Sep 83;0;0
10.01.2010 05:00;40.0;-18;-13.0;1032.0;NW;Dez 96;0;0
10.01.2010 06:00;23.0;-19;-13.0;1032.0;NW;16. Sep;0;0
10.01.2010 07:00;25.0;-19;-14.0;1033.0;NW;19.22;0;0
10.01.2010 08:00;27.0;-19;-14.0;1034.0;NW;22.35;0;0
10.01.2010 09:00;35.0;-17;-12.0;1033.0;NW;24.14;0;0
10.01.2010 10:00;50.0;-16;-7.0;1033.0;NE;04. Feb;0;0
10.01.2010 11:00;70.0;-15;-7.0;1033.0;NW;Mrz 13;0;0
10.01.2010 12:00;75.0;-15;-7.0;1032.0;NW;Jun 26;0;0
10.01.2010 13:00;58.0;-14;-6.0;1031.0;NW;Sep 39;0;0
10.01.2010 14:00;70.0;-14;-6.0;1031.0;NW;Dez 52;0;0
10.01.2010 15:00;68.0;-13;-5.0;1030.0;NW;14.31;0;0
10.01.2010 16:00;71.0;-14;-5.0;1031.0;NW;16. Jan;0;0
10.01.2010 17:00;88.0;-14;-6.0;1031.0;NW;19.23;0;0
10.01.2010 18:00;84.0;-13;-7.0;1032.0;NW;23.25;0;0
10.01.2010 19:00;83.0;-15;-6.0;1032.0;NW;27.27;0;0
10.01.2010 20:00;66.0;-15;-6.0;1033.0;NW;30. Apr;0;0
10.01.2010 21:00;27.0;-15;-4.0;1034.0;NW;35.32;0;0
10.01.2010 22:00;24.0;-16;-4.0;1034.0;NW;44.26;0;0
10.01.2010 23:00;22.0;-17;-5.0;1035.0;NW;52.31;0;0
11.01.2010 00:00;23.0;-17;-6.0;1035.0;NW;60.36;0;0
11.01.2010 01:00;27.0;-17;-8.0;1035.0;cv;0.89;0;0
11.01.2010 02:00;23.0;-19;-11.0;1036.0;NW;04. Feb;0;0
11.01.2010 03:00;17.0;-20;-11.0;1036.0;NW;Aug 94;0;0
11.01.2010 04:00;17.0;-21;-11.0;1035.0;NE;04. Feb;0;0
11.01.2010 05:00;16.0;-22;-12.0;1035.0;NW;Mrz 13;0;0
11.01.2010 06:00;16.0;-22;-12.0;1035.0;NE;Apr 92;0;0
11.01.2010 07:00;20.0;-22;-13.0;1036.0;NW;Mai 81;0;0
11.01.2010 08:00;20.0;-22;-9.0;1036.0;NW;13.86;0;0
11.01.2010 09:00;18.0;-22;-10.0;1036.0;NW;21.91;0;0
11.01.2010 10:00;25.0;-22;-9.0;1036.0;NW;29. Jun;0;0
11.01.2010 11:00;26.0;-21;-9.0;1036.0;NW;33.08;0;0
11.01.2010 12:00;27.0;-20;-6.0;1035.0;NW;42.02;0;0
11.01.2010 13:00;28.0;-19;-5.0;1034.0;NW;50.96;0;0
11.01.2010 14:00;15.0;-19;-5.0;1033.0;NW;59.01;0;0
11.01.2010 15:00;24.0;-20;-5.0;1033.0;NW;66.16;0;0
11.01.2010 16:00;13.0;-20;-5.0;1032.0;NW;71.97;0;0
11.01.2010 17:00;13.0;-20;-5.0;1033.0;NW;76.89;0;0
11.01.2010 18:00;13.0;-20;-7.0;1033.0;NW;81.81;0;0
11.01.2010 19:00;17.0;-22;-7.0;1033.0;NW;85.83;0;0
11.01.2010 20:00;20.0;-22;-8.0;1033.0;NW;89.85;0;0
11.01.2010 21:00;27.0;-23;-10.0;1033.0;NW;91.64;0;0
11.01.2010 22:00;20.0;-23;-13.0;1033.0;NW;93.43;0;0
11.01.2010 23:00;15.0;-22;-12.0;1032.0;cv;0.89;0;0
12.01.2010 00:00;21.0;-22;-15.0;1031.0;cv;Jan 78;0;0
12.01.2010 01:00;21.0;-22;-14.0;1031.0;NE;Jan 79;0;0
12.01.2010 02:00;37.0;-22;-14.0;1031.0;NW;0.89;0;0
12.01.2010 03:00;26.0;-24;-18.0;1030.0;NE;Jan 79;0;0
12.01.2010 04:00;15.0;-24;-13.0;1030.0;NE;Mrz 58;0;0
12.01.2010 05:00;9.0;-25;-14.0;1030.0;NW;Mrz 13;0;0
12.01.2010 06:00;11.0;-24;-14.0;1030.0;NW;Jul 15;0;0
12.01.2010 07:00;11.0;-25;-12.0;1030.0;NW;Dez 96;0;0
12.01.2010 08:00;16.0;-26;-14.0;1030.0;NW;16.98;0;0
12.01.2010 09:00;13.0;-25;-12.0;1031.0;NW;21.0;0;0
12.01.2010 10:00;15.0;-25;-11.0;1031.0;NW;26.81;0;0
12.01.2010 11:00;21.0;-24;-11.0;1030.0;NW;35.75;0;0
12.01.2010 12:00;24.0;-23;-11.0;1029.0;NW;47.82;0;0
12.01.2010 13:00;22.0;-22;-11.0;1029.0;NW;63.02;0;0
12.01.2010 14:00;22.0;-23;-11.0;1029.0;NW;75.98;0;0
12.01.2010 15:00;22.0;-22;-11.0;1029.0;NW;88.05;0;0
12.01.2010 16:00;19.0;-23;-11.0;1030.0;NW;101.01;0;0
12.01.2010 17:00;23.0;-24;-11.0;1030.0;NW;109.06;0;0
12.01.2010 18:00;25.0;-24;-11.0;1032.0;NW;118.0;0;0
12.01.2010 19:00;25.0;-23;-11.0;1032.0;NW;126.05;0;0
12.01.2010 20:00;31.0;-23;-12.0;1032.0;NW;134.1;0;0
12.01.2010 21:00;25.0;-24;-12.0;1033.0;NW;142.15;0;0
12.01.2010 22:00;22.0;-23;-12.0;1033.0;NW;150.2;0;0
12.01.2010 23:00;22.0;-23;-12.0;1034.0;NW;160.03;0;0
13.01.2010 00:00;15.0;-24;-12.0;1034.0;NW;169.86;0;0
13.01.2010 01:00;16.0;-24;-12.0;1033.0;NW;178.8;0;0
13.01.2010 02:00;11.0;-25;-12.0;1033.0;NW;189.98;0;0
13.01.2010 03:00;11.0;-24;-13.0;1033.0;NW;198.03;0;0
13.01.2010 04:00;12.0;-25;-12.0;1032.0;NW;205.18;0;0
13.01.2010 05:00;11.0;-25;-12.0;1033.0;NW;215.01;0;0
13.01.2010 06:00;12.0;-25;-12.0;1032.0;NW;226.19;0;0
13.01.2010 07:00;27.0;-25;-12.0;1032.0;NW;235.13;0;0
13.01.2010 08:00;28.0;-25;-12.0;1032.0;NW;243.18;0;0
13.01.2010 09:00;34.0;-23;-11.0;1033.0;NW;252.12;0;0
13.01.2010 10:00;33.0;-23;-10.0;1033.0;NW;257.93;0;0
13.01.2010 11:00;36.0;-22;-9.0;1033.0;NW;263.74;0;0
13.01.2010 12:00;26.0;-21;-8.0;1031.0;NW;270.89;0;0
13.01.2010 13:00;49.0;-21;-6.0;1030.0;NW;278.94;0;0
13.01.2010 14:00;52.0;-20;-5.0;1029.0;NW;286.99;0;0
13.01.2010 15:00;47.0;-22;-5.0;1028.0;NW;294.14;0;0
13.01.2010 16:00;47.0;-21;-5.0;1028.0;NW;299.06;0;0
13.01.2010 17:00;39.0;-19;-7.0;1028.0;SE;Jan 79;0;0
13.01.2010 18:00;59.0;-19;-8.0;1028.0;cv;0.45;0;0
13.01.2010 19:00;76.0;-20;-9.0;1028.0;cv;Jan 34;0;0
13.01.2010 20:00;96.0;-19;-10.0;1027.0;SE;Jan 79;0;0
13.01.2010 21:00;95.0;-19;-13.0;1027.0;cv;0.89;0;0
13.01.2010 22:00;68.0;-18;-12.0;1027.0;cv;Jan 78;0;0
13.01.2010 23:00;65.0;-18;-13.0;1027.0;NE;0.89;0;0
14.01.2010 00:00;75.0;-18;-14.0;1026.0;NE;Jan 78;0;0
14.01.2010 01:00;257.0;-20;-15.0;1025.0;NE;Feb 67;0;0
14.01.2010 02:00;174.0;-20;-15.0;1025.0;NW;0.89;0;0
14.01.2010 03:00;164.0;-20;-16.0;1025.0;NW;Jan 78;0;0
14.01.2010 04:00;161.0;-20;-16.0;1024.0;NW;Mrz 57;0;0
14.01.2010 05:00;137.0;-21;-17.0;1024.0;NW;06. Jul;0;0
14.01.2010 06:00;92.0;-19;-14.0;1023.0;NW;Okt 72;0;0
14.01.2010 07:00;64.0;-21;-17.0;1023.0;NW;13.85;0;0
14.01.2010 08:00;87.0;-19;-15.0;1024.0;NW;15.64;0;0
14.01.2010 09:00;87.0;-19;-14.0;1024.0;NW;18.77;0;0
14.01.2010 10:00;84.0;-18;-10.0;1024.0;NW;22.79;0;0
14.01.2010 11:00;95.0;-17;-9.0;1023.0;NW;24.58;0;0
14.01.2010 12:00;79.0;-16;-6.0;1023.0;NW;26.37;0;0
14.01.2010 13:00;75.0;-17;-5.0;1022.0;NW;28.16;0;0
14.01.2010 14:00;79.0;-16;-5.0;1022.0;NW;29.95;0;0
14.01.2010 15:00;86.0;-15;-4.0;1022.0;NW;33.08;0;0
14.01.2010 16:00;72.0;-16;-4.0;1023.0;cv;0.89;0;0
14.01.2010 17:00;89.0;-15;-5.0;1025.0;SE;Jan 79;0;0
14.01.2010 18:00;94.0;-14;-3.0;1026.0;NW;Mai 81;0;0
14.01.2010 19:00;69.0;-16;-3.0;1027.0;NW;Nov 62;0;0
14.01.2010 20:00;49.0;-15;-4.0;1029.0;NW;20.56;0;0
14.01.2010 21:00;33.0;-16;-5.0;1031.0;NW;24.58;0;0
14.01.2010 22:00;27.0;-17;-6.0;1032.0;NE;Mrz 13;0;0
14.01.2010 23:00;20.0;-18;-6.0;1033.0;NE;08. Mai;0;0
15.01.2010 00:00;36.0;-19;-7.0;1034.0;NE;13.86;0;0
15.01.2010 01:00;37.0;-17;-8.0;1035.0;NW;Mai 81;0;0
15.01.2010 02:00;30.0;-18;-10.0;1035.0;NW;Nov 62;0;0
15.01.2010 03:00;18.0;-19;-10.0;1036.0;NW;14.75;0;0
15.01.2010 04:00;21.0;-19;-9.0;1036.0;NW;19.67;0;0
15.01.2010 05:00;13.0;-19;-9.0;1036.0;NE;Jul 15;0;0
15.01.2010 06:00;23.0;-20;-9.0;1037.0;NE;Dez 96;0;0
15.01.2010 07:00;26.0;-19;-9.0;1037.0;NE;18.77;0;0
15.01.2010 08:00;27.0;-19;-8.0;1038.0;NE;22.79;0;0
15.01.2010 09:00;30.0;-19;-8.0;1039.0;NE;28. Jun;0;0
15.01.2010 10:00;28.0;-19;-7.0;1039.0;NE;35.75;0;0
15.01.2010 11:00;26.0;-18;-6.0;1039.0;NE;41.56;0;0
15.01.2010 12:00;26.0;-18;-5.0;1039.0;NE;45.58;0;0
15.01.2010 13:00;31.0;-17;-4.0;1038.0;NW;Jan 79;0;0
15.01.2010 14:00;35.0;-16;-3.0;1037.0;cv;0.89;0;0
15.01.2010 15:00;36.0;-17;-3.0;1037.0;cv;Jan 78;0;0
15.01.2010 16:00;37.0;-17;-2.0;1037.0;cv;Feb 23;0;0
15.01.2010 17:00;64.0;-15;-5.0;1036.0;SE;0.89;0;0
15.01.2010 18:00;83.0;-15;-6.0;1036.0;cv;0.89;0;0
15.01.2010 19:00;91.0;-15;-6.0;1037.0;cv;Jan 78;0;0
15.01.2010 20:00;90.0;-14;-6.0;1037.0;SE;Jan 79;0;0
15.01.2010 21:00;102.0;-14;-8.0;1036.0;SE;Mrz 58;0;0
15.01.2010 22:00;94.0;-14;-10.0;1037.0;cv;0.89;0;0
15.01.2010 23:00;87.0;-15;-11.0;1036.0;cv;Jan 78;0;0
16.01.2010 00:00;141.0;-15;-11.0;1036.0;cv;Feb 67;0;0
16.01.2010 01:00;211.0;-16;-13.0;1036.0;NE;0.89;0;0
16.01.2010 02:00;242.0;-16;-12.0;1036.0;cv;0.89;0;0
16.01.2010 03:00;271.0;-16;-13.0;1035.0;NE;0.89;0;0
16.01.2010 04:00;249.0;-15;-12.0;1035.0;NE;Jan 78;0;0
16.01.2010 05:00;200.0;-14;-10.0;1034.0;NW;Jan 79;0;0
16.01.2010 06:00;147.0;-15;-10.0;1034.0;NW;Feb 68;0;0
16.01.2010 07:00;114.0;-15;-11.0;1034.0;NW;Apr 47;0;0
16.01.2010 08:00;102.0;-15;-11.0;1034.0;NW;Jun 26;0;0
16.01.2010 09:00;108.0;-14;-9.0;1034.0;NW;08. Mai;0;0
16.01.2010 10:00;135.0;-14;-9.0;1034.0;NW;Sep 84;0;0
16.01.2010 11:00;120.0;-13;-6.0;1034.0;cv;0.89;0;0
16.01.2010 12:00;148.0;-13;-5.0;1033.0;NW;Jan 79;0;0
