,0
485,0.08748062
486,0.10354146
487,0.108748145
488,0.12795722
489,0.1304409
490,0.09697141
491,0.09071677
492,0.091467075
493,0.089442775
494,0.0855518
495,0.087111585
496,0.0890853
497,0.08639713
498,0.07830525
499,0.0662389
500,0.07201956
501,0.05581493
502,0.057012934
503,0.06069933
504,0.05634826
505,0.057342004
506,0.058457457
507,0.05797819
508,0.05741489
509,0.056490213
510,0.05579917
511,0.05578877
512,0.057353552
513,0.05879619
514,0.059459653
515,0.05828906
516,0.05712852
517,0.06404592
518,0.061965507
519,0.061035067
520,0.05917731
521,0.06291737
522,0.05939786
523,0.06393524
524,0.059639204
525,0.05509488
526,0.060308907
527,0.059916466
528,0.054493465
529,0.056965664
530,0.056815695
531,0.064676896
532,0.07285139
533,0.068439335
534,0.072474875
535,0.07283256
536,0.08706509
537,0.08410015
538,0.07200554
539,0.07045314
540,0.07855316
541,0.09801968
542,0.11394543
543,0.12613226
544,0.10636305
545,0.09201918
546,0.09698039
547,0.10690523
548,0.11238611
549,0.11959666
550,0.12857704
551,0.13606681
552,0.14899871
553,0.13456416
554,0.12943581
555,0.11011008
556,0.10766736
557,0.09031232
558,0.08347882
559,0.061602764
560,0.056084573
561,0.056896724
562,0.05754806
563,0.057492524
564,0.06633212
565,0.0642123
566,0.060188826
567,0.056584526
568,0.059961148
569,0.06042037
570,0.05551482
571,0.0578681
572,0.069949955
573,0.07456622
574,0.07748642
575,0.07578426
576,0.07805566
577,0.08110777
578,0.07371759
579,0.07938001
580,0.0664505
581,0.06645026
582,0.07158552
583,0.085340396
584,0.122969605
585,0.100367755
586,0.09784982
587,0.10182733
588,0.103528455
589,0.095672905
590,0.0986565
591,0.11333447
592,0.13014291
593,0.12593973
594,0.13400273
595,0.14378956
596,0.17877352
597,0.19067052
598,0.17453136
599,0.1555992
600,0.16594017
601,0.19692391
602,0.12921691
603,0.08344138
604,0.06877242
605,0.064812586
606,0.06084952
607,0.063871644
608,0.06396604
609,0.06473292
610,0.06824277
611,0.053838644
612,0.056373153
613,0.060742155
614,0.05814499
615,0.0590579
616,0.058329523
617,0.057382807
618,0.057633627
619,0.05671688
620,0.069485135
621,0.06297728
622,0.0643902
623,0.07574722
624,0.07573558
625,0.06299136
626,0.058132797
627,0.06759548
628,0.06781609
629,0.0652644
630,0.068013445
631,0.075163186
632,0.07553739
633,0.0631599
634,0.06474865
635,0.06446941
636,0.06143592
637,0.059584852
638,0.057499725
639,0.057660274
640,0.05589099
641,0.056106254
642,0.05781465
643,0.05625695
644,0.060646433
645,0.05893187
646,0.05474661
647,0.059571747
648,0.049084507
649,0.052202325
650,0.055842817
651,0.05349123
652,0.05123532
653,0.049408954
654,0.053794645
655,0.05767509
656,0.05472087
657,0.055982865
658,0.06201928
659,0.071003035
660,0.06313961
661,0.055573456
662,0.08383079
663,0.058829997
664,0.056866817
665,0.055356767
666,0.054561626
667,0.05740389
668,0.060706425
669,0.054042697
670,0.055053268
671,0.054596268
672,0.0649697
673,0.06610917
674,0.054981872
675,0.06333069
676,0.052211825
677,0.05349641
678,0.05335455
679,0.054259513
680,0.061325386
681,0.06264611
682,0.06408911
683,0.0662976
684,0.058932733
685,0.056853663
686,0.058407433
687,0.05841445
688,0.05349032
689,0.055293888
690,0.058247637
691,0.07790138
692,0.08577015
693,0.08546089
694,0.098491356
695,0.08844256
696,0.06469889
697,0.059430614
698,0.056943454
699,0.05685378
700,0.05993843
701,0.058710147
702,0.062653035
703,0.06977091
704,0.086082846
705,0.06634588
706,0.06942287
707,0.06135522
708,0.06461827
709,0.06443139
710,0.058661703
711,0.06239009
712,0.059588563
713,0.0690059
714,0.06556852
715,0.08614013
716,0.09985861
717,0.10762241
718,0.10669223
719,0.09578103
720,0.07580332
721,0.085179135
722,0.07137805
723,0.07710732
724,0.07249806
725,0.079362154
726,0.076664194
727,0.07184813
728,0.087555714
729,0.08068701
730,0.08861724
731,0.084964156
732,0.07088548
733,0.06253335
734,0.06847399
735,0.06490864
736,0.06960828
737,0.0643701
738,0.07079382
739,0.07188199
740,0.083181344
741,0.08929338
742,0.08946734
743,0.098536685
744,0.12235705
745,0.1204618
746,0.11089926
747,0.13378334
748,0.1184232
749,0.08962099
750,0.08554672
751,0.09821039
752,0.090382814
753,0.084493004
754,0.08650104
755,0.09954478
756,0.10393124
757,0.09452179
758,0.07892399
759,0.07451289
760,0.07543123
761,0.061654106
762,0.061002526
763,0.0708747
764,0.084739864
765,0.1259641
766,0.10034766
767,0.101162665
768,0.11411406
769,0.3688969
770,0.1173171
771,0.08217603
772,0.06910863
773,0.07257957
774,0.067113705
775,0.068342865
776,0.083387755
777,0.088089734
778,0.089816615
779,0.07266951
780,0.07804224
781,0.07742503
782,0.08507971
783,0.09136577
784,0.11975917
785,0.1398903
786,0.1821913
787,0.1794906
788,0.20167176
789,0.2881751
790,0.3249908
791,0.3258885
792,0.3278281
793,0.39876643
794,0.30028382
795,0.29044557
796,0.26334125
797,0.20418498
798,0.13825196
799,0.122508176
800,0.11643402
801,0.12447059
802,0.13884576
803,0.115493804
804,0.08309606
805,0.08000198
806,0.07765557
807,0.081935436
808,0.07698861
809,0.06716441
810,0.22958936
811,0.19712605
812,0.18071589
813,0.18642971
814,0.14039288
815,0.107898325
816,0.089344785
817,0.10384747
818,0.097230196
819,0.101120055
820,0.113376096
821,0.123892345
822,0.13104138
823,0.1304584
824,0.13182834
825,0.1407642
826,0.13893554
827,0.14897886
828,0.14624062
829,0.14977244
830,0.1690266
831,0.19067624
832,0.19255476
833,0.2097053
834,0.21209593
835,0.20365748
836,0.19046459
837,0.20335566
838,0.21812944
839,0.23388845
840,0.25167772
841,0.2225329
842,0.1830204
843,0.13081798
844,0.06367454
845,0.064032465
846,0.0665782
847,0.079502426
848,0.07431216
849,0.0967423
850,0.07737166
851,0.07086215
852,0.06682634
853,0.06873836
854,0.07180306
855,0.075358145
856,0.07369582
857,0.06639021
858,0.06840084
859,0.06686092
860,0.085984044
861,0.08636997
862,0.11219305
863,0.12522994
864,0.13463366
865,0.14693497
866,0.15790556
867,0.1579697
868,0.16223933
869,0.16959819
870,0.17308241
871,0.16448233
872,0.1654114
873,0.15091614
874,0.16089031
875,0.17055811
876,0.18851379
877,0.16775702
878,0.1566964
879,0.17598945
880,0.1833781
881,0.14849657
882,0.12065386
883,0.14883648
884,0.23526123
885,0.32674736
886,0.33314437
887,0.30255574
888,0.25000843
889,0.21926883
890,0.15947841
891,0.17012367
892,0.16555923
893,0.19706778
894,0.20257072
895,0.18400404
896,0.15673584
897,0.15545863
898,0.1484805
899,0.12093728
900,0.09474501
901,0.08608274
902,0.08008971
903,0.06980002
904,0.07333582
905,0.07089966
906,0.06804844
907,0.08119351
908,0.093035474
909,0.14792366
910,0.19324219
911,0.17090932
912,0.12565033
913,0.121521086
914,0.17879151
915,0.20164163
916,0.21697316
917,0.21298748
918,0.24458198
919,0.2442455
920,0.24556257
921,0.25733608
922,0.2457262
923,0.24677826
924,0.25858712
925,0.18797761
926,0.13620366
927,0.110493
928,0.11043365
929,0.12083406
930,0.12172892
931,0.12343834
932,0.08744755
933,0.08288885
934,0.0831836
935,0.08043652
936,0.07682499
937,0.07601976
938,0.07437888
939,0.07617668
940,0.08904406
941,0.09906678
942,0.07968528
943,0.08600045
944,0.09589011
945,0.10860919
946,0.11183746
947,0.1153288
948,0.12141059
949,0.10925637
950,0.10331707
951,0.115964815
952,0.11754756
953,0.11837466
954,0.121758446
955,0.14033599
956,0.13660762
957,0.13934802
958,0.1483746
959,0.13953736
960,0.14889622
961,0.1500914
962,0.14427912
963,0.14236082
964,0.13587497
965,0.14330617
966,0.14152332
967,0.14985646
968,0.1322244
969,0.269861
970,0.16810852
971,0.10594074
972,0.08256339
973,0.056445155
974,0.053602453
975,0.05176767
976,0.05537784
977,0.05558295
978,0.051141445
979,0.05323999
980,0.0546401
981,0.053404808
982,0.05526314
983,0.054408766
984,0.053972404
985,0.058612138
986,0.057848573
987,0.06320136
988,0.058340844
989,0.056648828
990,0.056532174
991,0.05793763
992,0.062343694
993,0.06658033
994,0.06533483
995,0.06572237
996,0.066689424
997,0.0775977
998,0.080094285
999,0.09391151
1000,0.08681321
1001,0.09320008
1002,0.08884302
1003,0.08690439
1004,0.08515327
1005,0.08657798
1006,0.09217278
1007,0.10241806
1008,0.0948818
1009,0.096792005
1010,0.10342295
1011,0.10242903
1012,0.10880054
1013,0.11283375
1014,0.10631627
1015,0.11392051
1016,0.11682512
1017,0.11404674
1018,0.13523939
1019,0.13827442
1020,0.12967882
1021,0.12951149
1022,0.12565893
1023,0.13530637
1024,0.13148788
1025,0.13333888
1026,0.14475407
1027,0.14864655
1028,0.15331674
1029,0.15326206
1030,0.05651941
1031,0.057453007
1032,0.056247674
1033,0.052286174
1034,0.053846907
1035,0.054472115
1036,0.053035293
1037,0.056966513
1038,0.058041617
1039,0.06737467
1040,0.07818444
1041,0.07384057
1042,0.0812654
1043,0.07436204
1044,0.076691
1045,0.07284524
1046,0.07051439
1047,0.090543166
1048,0.09693471
1049,0.09960373
1050,0.08443148
1051,0.085339114
1052,0.09084301
1053,0.11109571
1054,0.120575346
1055,0.13185057
1056,0.14408094
1057,0.17221072
1058,0.19246781
1059,0.19150627
1060,0.16011442
1061,0.15480582
1062,0.18443082
1063,0.16502203
1064,0.15756892
1065,0.19877018
1066,0.21749794
1067,0.25906366
1068,0.27720973
1069,0.29537535
1070,0.31576848
1071,0.2796139
1072,0.24947852
1073,0.24300307
1074,0.24956857
1075,0.2895153
1076,0.33413842
1077,0.3317411
1078,0.36367095
1079,0.35613328
1080,0.3623874
1081,0.34070593
1082,0.3277092
1083,0.33406517
1084,0.30630505
1085,0.32214117
1086,0.2997377
1087,0.30999023
1088,0.2924156
1089,0.30609933
1090,0.32744592
1091,0.32424664
1092,0.31101534
1093,0.33349088
1094,0.31811795
1095,0.30186513
1096,0.27811348
1097,0.24795997
1098,0.22737795
1099,0.2453956
1100,0.2730552
1101,0.28176656
1102,0.30931318
1103,0.32313514
1104,0.32849386
1105,0.35585427
1106,0.3567951
1107,0.34477207
1108,0.34336725
1109,0.30359936
1110,0.28575346
1111,0.2587106
1112,0.2694961
1113,0.2572702
1114,0.26616305
1115,0.24064793
1116,0.14128089
1117,0.1137521
1118,0.10262044
1119,0.090114206
1120,0.0984772
1121,0.085766
1122,0.09618246
1123,0.12120504
1124,0.22258906
1125,0.317466
1126,0.44556785
1127,0.44730964
1128,0.43703493
1129,0.38785735
1130,0.38661376
1131,0.42913222
1132,0.41061184
1133,0.3124545
1134,0.12796165
1135,0.08376978
1136,0.09282704
1137,0.08722763
1138,0.08859519
1139,0.09089164
1140,0.093129516
1141,0.08997361
1142,0.13974668
1143,0.16405088
1144,0.17647292
1145,0.2391762
1146,0.25825664
1147,0.23642366
1148,0.27184734
1149,0.28951952
1150,0.2933861
1151,0.30445832
1152,0.29931238
1153,0.3178243
1154,0.28447357
1155,0.31325865
1156,0.28971216
1157,0.17666928
1158,0.15763062
1159,0.18975647
1160,0.2006444
1161,0.17944735
1162,0.17302194
1163,0.16599156
1164,0.14863813
1165,0.13855945
1166,0.16356462
1167,0.16339098
1168,0.17616284
1169,0.18830054
1170,0.20841815
1171,0.25286138
1172,0.29453522
1173,0.3030891
1174,0.30395538
1175,0.31170943
1176,0.31899163
1177,0.3406135
1178,0.33446667
1179,0.38327742
1180,0.37071478
1181,0.23612791
1182,0.16777328
1183,0.15704353
1184,0.15160616
1185,0.17410795
1186,0.20301132
1187,0.326043
1188,0.40583456
1189,0.47990313
1190,0.50119936
1191,0.53255713
1192,0.5487067
1193,0.51480347
1194,0.49631324
1195,0.51691884
1196,0.5246126
1197,0.52363676
1198,0.5199095
1199,0.5224025
1200,0.5686724
1201,0.5183464
1202,0.53426456
1203,0.5450531
1204,0.6146868
1205,0.6027743
1206,0.60259783
1207,0.55177605
1208,0.5454371
1209,0.539655
1210,0.5118399
1211,0.55234116
1212,0.50826895
1213,0.45633656
1214,0.47666714
1215,0.53108275
1216,0.50006783
1217,0.46616167
1218,0.44750655
1219,0.5229925
1220,0.5331394
1221,0.5334802
1222,0.5174896
1223,0.5194456
1224,0.52848077
1225,0.5293553
1226,0.5175122
1227,0.50561434
1228,0.47028366
1229,0.45542642
1230,0.44828323
1231,0.48110583
1232,0.4597832
1233,0.42406964
1234,0.39038357
1235,0.3260428
1236,0.38452667
1237,0.36407068
1238,0.40124092
1239,0.40106001
1240,0.40957388
1241,0.3801713
1242,0.3625906
1243,0.4197885
1244,0.43705663
1245,0.4350152
1246,0.44000286
1247,0.4457033
1248,0.43961498
1249,0.40436247
1250,0.42632157
1251,0.4987707
1252,0.4835799
1253,0.43980056
1254,0.43109903
1255,0.44548106
1256,0.44508624
1257,0.418997
1258,0.42041263
1259,0.4266165
1260,0.42722565
1261,0.4301917
1262,0.49013156
1263,0.43257713
1264,0.43705046
1265,0.42800885
1266,0.421637
1267,0.45947254
1268,0.49244967
1269,0.47433898
1270,0.4604183
1271,0.43615484
1272,0.44307214
1273,0.44912633
1274,0.43780255
1275,0.42906383
1276,0.42192093
1277,0.31445286
1278,0.2477112
1279,0.17247766
1280,0.15533563
1281,0.07862994
1282,0.05988754
1283,0.055342246
1284,0.060468942
1285,0.06581261
1286,0.06978302
1287,0.07433271
1288,0.068772696
1289,0.0650514
1290,0.07074135
1291,0.085379824
1292,0.0953252
1293,0.17993349
1294,0.13948222
1295,0.098468155
1296,0.09832059
1297,0.096946515
1298,0.1181014
1299,0.11510207
1300,0.12772565
1301,0.12570316
1302,0.13087751
1303,0.14501797
1304,0.13756378
1305,0.14927207
1306,0.13771664
1307,0.12778588
1308,0.11444322
1309,0.11149403
1310,0.115360565
1311,0.113186926
1312,0.09492947
1313,0.08968145
1314,0.08696141
1315,0.10282166
1316,0.11861132
1317,0.09740023
1318,0.1042425
1319,0.095272474
1320,0.08601538
1321,0.08606528
1322,0.0832178
1323,0.07946846
1324,0.07841102
1325,0.083689645
1326,0.088921055
1327,0.09633065
1328,0.10186194
1329,0.11400122
1330,0.12113386
1331,0.119231656
1332,0.12246806
1333,0.131005
1334,0.13581364
1335,0.14627628
1336,0.1607128
1337,0.14987932
1338,0.1619333
1339,0.15004042
1340,0.16490993
1341,0.14217359
1342,0.1476474
1343,0.15428385
1344,0.16640298
1345,0.17660101
1346,0.16498712
1347,0.16116086
1348,0.1534895
1349,0.14376283
1350,0.13161473
1351,0.10968974
1352,0.10353416
1353,0.0843958
1354,0.08046517
1355,0.08082321
1356,0.072194874
1357,0.075601846
1358,0.07523994
1359,0.07789513
1360,0.07844116
1361,0.07010102
1362,0.071843036
1363,0.07294234
1364,0.07290235
1365,0.072768025
1366,0.075056344
1367,0.07423514
1368,0.06843969
1369,0.07409528
1370,0.07373014
1371,0.06913816
1372,0.06839257
1373,0.0592178
1374,0.064059235
1375,0.07504639
1376,0.07924787
1377,0.07876325
1378,0.06068231
1379,0.062267825
1380,0.055433437
1381,0.05451515
1382,0.054227978
1383,0.054321688
1384,0.05716354
1385,0.061876733
1386,0.05810318
1387,0.06002192
1388,0.057452764
1389,0.051077537
1390,0.049989797
1391,0.05112886
1392,0.055225298
1393,0.054959793
1394,0.053939383
1395,0.055761307
1396,0.06108023
1397,0.05391966
1398,0.05581034
1399,0.0566917
1400,0.06071678
1401,0.063089944
1402,0.060803097
1403,0.070028014
1404,0.05859792
1405,0.05868414
1406,0.05380007
1407,0.06092246
1408,0.05900735
1409,0.057447847
1410,0.05672364
1411,0.06932811
1412,0.117536664
1413,0.12461589
1414,0.09124522
1415,0.07825747
1416,0.052487165
1417,0.054616377
1418,0.057575405
1419,0.057160966
1420,0.06401052
1421,0.06723949
1422,0.08019117
1423,0.09485077
1424,0.07598368
1425,0.06655175
1426,0.07720765
1427,0.07589235
1428,0.060538057
1429,0.06880842
1430,0.053073335
1431,0.058227006
1432,0.07291302
1433,0.088690996
1434,0.08051626
1435,0.10757712
1436,0.08273958
1437,0.06235089
1438,0.062301036
1439,0.058666293
1440,0.052366406
1441,0.051642954
1442,0.052514125
1443,0.05324977
1444,0.051626697
1445,0.051851958
1446,0.052745428
1447,0.05338794
1448,0.055597067
1449,0.055120923
1450,0.06676302
1451,0.056228854
1452,0.059851706
1453,0.058698855
1454,0.05663579
1455,0.055501252
1456,0.05263271
1457,0.057196073
1458,0.05013603
1459,0.050185375
1460,0.052263625
1461,0.07597589
1462,0.08037597
1463,0.081253566
1464,0.08422494
1465,0.0988001
1466,0.096895136
1467,0.0960898
1468,0.08879044
1469,0.093980305
1470,0.11219366
1471,0.14601414
1472,0.124986336
1473,0.10077676
1474,0.083850786
1475,0.10536804
1476,0.09604383
1477,0.10325743
1478,0.09891136
1479,0.088758394
1480,0.08550519
1481,0.097299695
1482,0.100743786
1483,0.109968275
1484,0.1313946
1485,0.12955356
1486,0.10207708
1487,0.108630024
1488,0.11126017
1489,0.099249505
1490,0.10403458
1491,0.1050805
1492,0.11588779
1493,0.123731345
1494,0.119197525
1495,0.12423458
1496,0.120858714
1497,0.13140447
1498,0.14499483
1499,0.15729325
1500,0.15431122
1501,0.1572975
1502,0.17344746
1503,0.17034489
1504,0.13201793
1505,0.13013376
1506,0.14089885
1507,0.14912046
1508,0.17000392
1509,0.16731551
1510,0.1899329
1511,0.16489716
1512,0.09527677
1513,0.06255453
1514,0.05763981
1515,0.056698967
1516,0.05472394
1517,0.054851264
1518,0.06575702
1519,0.048849873
1520,0.06070005
1521,0.055091202
1522,0.059169427
1523,0.057621047
1524,0.05739806
1525,0.058176283
1526,0.05303048
1527,0.053721275
1528,0.05987692
1529,0.057260714
1530,0.052639157
1531,0.05013121
1532,0.1188287
1533,0.10245211
1534,0.10950937
1535,0.13677078
1536,0.0928668
1537,0.10894311
1538,0.09799096
1539,0.052278124
1540,0.054115538
1541,0.07100683
1542,0.057811383
1543,0.059375286
1544,0.063262366
1545,0.059233926
1546,0.056932297
1547,0.056743402
1548,0.060235918
1549,0.05650838
1550,0.053573903
1551,0.06306146
1552,0.0575375
1553,0.062946625
1554,0.0512412
1555,0.058035586
1556,0.06435712
1557,0.08609019
1558,0.07539284
1559,0.07373301
1560,0.059115183
1561,0.06650885
1562,0.05337414
1563,0.053850297
1564,0.055643484
1565,0.056709263
1566,0.060210053
1567,0.05834791
1568,0.062311858
1569,0.060113985
1570,0.0639869
1571,0.05993889
1572,0.06680403
1573,0.06135524
1574,0.065831274
1575,0.06700653
1576,0.06944563
1577,0.07348901
1578,0.060218945
1579,0.058000818
1580,0.0603844
1581,0.057006657
1582,0.052867062
1583,0.050157536
1584,0.08100661
1585,0.04907915
1586,0.050099652
1587,0.050418288
1588,0.052113794
1589,0.05292748
1590,0.062139668
1591,0.07482088
1592,0.07822453
1593,0.07482213
1594,0.062496893
1595,0.060198545
1596,0.05634623
1597,0.05772396
1598,0.05672722
1599,0.06414575
1600,0.057831746
1601,0.053109705
1602,0.053157136
1603,0.058769703
1604,0.07794508
1605,0.0788309
1606,0.08000204
1607,0.08947853
1608,0.11419545
1609,0.09252083
1610,0.09889169
1611,0.12087994
1612,0.11971856
1613,0.11401978
1614,0.11213494
1615,0.13179956
1616,0.15851861
1617,0.10227656
1618,0.09477535
1619,0.093615994
1620,0.084174946
1621,0.06718807
1622,0.059524618
1623,0.06606451
1624,0.062296484
1625,0.0550718
1626,0.051043388
1627,0.06716227
1628,0.06780883
1629,0.08025277
1630,0.08318422
1631,0.09010421
1632,0.08850108
1633,0.0965289
1634,0.08224239
1635,0.08232201
1636,0.09445423
1637,0.07164663
1638,0.069967955
1639,0.073360875
1640,0.12373965
1641,0.13900457
1642,0.13819338
1643,0.1472561
1644,0.13143918
1645,0.1204194
1646,0.12464125
1647,0.13417673
1648,0.15384458
1649,0.1486038
1650,0.15558738
1651,0.1785938
1652,0.20160091
1653,0.20268263
1654,0.23081332
1655,0.2528829
1656,0.30479082
1657,0.2798382
1658,0.2852379
1659,0.30092418
1660,0.30556312
1661,0.30903733
1662,0.30355987
1663,0.30165222
1664,0.30103308
1665,0.28428572
1666,0.29636398
