"date","pm2.5","dew","temp","press","wnd_dir","wnd_spd","snow","rain"
2010-01-04 22:00:00,29,-24,-13,1035,3,195.32,0,0
2010-01-04 23:00:00,31,-26,-15,1035,3,198.45,0,0
2010-01-05 00:00:00,30,-26,-17,1035,3,201.58,0,0
2010-01-05 01:00:00,34,-26,-18,1035,3,205.6,0,0
2010-01-05 02:00:00,27,-26,-19,1035,3,208.73,0,0
2010-01-05 03:00:00,25,-27,-18,1035,3,213.65,0,0
2010-01-05 04:00:00,28,-27,-19,1035,3,218.57,0,0
2010-01-05 05:00:00,28,-27,-16,1034,2,4.92,0,0
2010-01-05 06:00:00,27,-26,-16,1035,2,8.05,0,0
2010-01-05 07:00:00,27,-27,-16,1034,2,13.86,0,0
2010-01-05 08:00:00,27,-26,-16,1035,2,18.78,0,0
2010-01-05 09:00:00,29,-26,-15,1035,2,24.59,0,0
2010-01-05 10:00:00,36,-25,-14,1035,2,29.51,0,0
2010-01-05 11:00:00,30,-25,-13,1035,2,34.43,0,0
2010-01-05 12:00:00,27,-25,-12,1034,2,39.35,0,0
2010-01-05 13:00:00,39,-24,-11,1032,2,41.14,0,0
2010-01-05 14:00:00,41,-22,-11,1032,1,0.89,0,0
2010-01-05 15:00:00,33,-23,-11,1031,3,1.79,0,0
2010-01-05 16:00:00,50,-24,-11,1031,3,3.58,0,0
2010-01-05 17:00:00,56,-23,-11,1031,3,5.37,0,0
2010-01-05 18:00:00,59,-23,-11,1032,3,7.16,0,0
2010-01-05 19:00:00,60,-22,-13,1033,3,10.29,0,0
2010-01-05 20:00:00,84,-22,-12,1033,3,13.42,0,0
2010-01-05 21:00:00,106,-24,-18,1033,3,16.55,0,0
2010-01-05 22:00:00,66,-22,-13,1034,3,20.57,0,0
2010-01-05 23:00:00,50,-22,-16,1033,3,23.7,0,0
2010-01-06 00:00:00,56,-25,-17,1033,3,26.83,0,0
2010-01-06 01:00:00,77,-25,-14,1033,2,4.02,0,0
2010-01-06 02:00:00,50,-26,-14,1034,2,8.04,0,0
2010-01-06 03:00:00,44,-26,-14,1033,2,13.85,0,0
2010-01-06 04:00:00,27,-26,-14,1033,2,17.87,0,0
2010-01-06 05:00:00,28,-26,-14,1033,2,23.68,0,0
2010-01-06 06:00:00,21,-26,-14,1033,2,28.6,0,0
2010-01-06 07:00:00,25,-26,-15,1034,2,33.52,0,0
2010-01-06 08:00:00,20,-26,-14,1034,2,39.33,0,0
2010-01-06 09:00:00,29,-25,-13,1035,2,44.25,0,0
2010-01-06 10:00:00,34,-25,-12,1035,2,50.06,0,0
2010-01-06 11:00:00,42,-24,-11,1035,2,54.98,0,0
2010-01-06 12:00:00,28,-24,-10,1034,2,59,0,0
2010-01-06 13:00:00,36,-22,-10,1033,3,4.02,0,0
2010-01-06 14:00:00,48,-22,-9,1033,3,5.81,0,0
2010-01-06 15:00:00,49,-22,-8,1033,1,0.89,0,0
2010-01-06 16:00:00,52,-22,-8,1033,3,1.79,0,0
2010-01-06 17:00:00,56,-21,-9,1033,3,3.58,0,0
2010-01-06 18:00:00,96,-22,-9,1033,3,5.37,0,0
2010-01-06 19:00:00,75,-22,-14,1034,1,0.89,0,0
2010-01-06 20:00:00,105,-22,-12,1035,3,1.79,0,0
2010-01-06 21:00:00,132,-21,-14,1034,3,3.58,0,0
2010-01-06 22:00:00,93,-22,-16,1035,3,5.37,0,0
2010-01-06 23:00:00,131,-21,-16,1035,3,7.16,0,0
2010-01-07 00:00:00,127,-21,-16,1035,3,8.95,0,0
2010-01-07 01:00:00,130,-21,-16,1035,1,0.45,0,0
2010-01-07 02:00:00,43,-22,-18,1036,1,1.34,0,0
2010-01-07 03:00:00,37,-23,-15,1036,3,4.02,0,0
2010-01-07 04:00:00,30,-24,-16,1035,3,7.15,0,0
2010-01-07 05:00:00,28,-25,-15,1035,3,10.28,0,0
2010-01-07 06:00:00,24,-24,-15,1035,3,14.3,0,0
2010-01-07 07:00:00,23,-25,-13,1036,2,4.92,0,0
2010-01-07 08:00:00,24,-24,-14,1036,3,4.02,0,0
2010-01-07 09:00:00,27,-23,-12,1036,3,8.94,0,0
2010-01-07 10:00:00,40,-22,-11,1036,3,12.96,0,0
2010-01-07 11:00:00,42,-20,-10,1036,3,16.09,0,0
2010-01-07 12:00:00,42,-21,-9,1035,3,19.22,0,0
2010-01-07 13:00:00,55,-21,-8,1034,3,21.01,0,0
2010-01-07 14:00:00,52,-20,-7,1033,3,22.8,0,0
2010-01-07 15:00:00,51,-20,-7,1032,3,24.59,0,0
2010-01-07 16:00:00,57,-18,-8,1032,3,26.38,0,0
2010-01-07 17:00:00,50,-19,-9,1032,3,28.17,0,0
2010-01-07 18:00:00,54,-19,-11,1032,2,0.89,0,0
2010-01-07 19:00:00,67,-18,-11,1033,3,1.79,0,0
2010-01-07 20:00:00,106,-19,-15,1032,2,1.79,0,0
2010-01-07 21:00:00,159,-19,-14,1032,1,0.45,0,0
2010-01-07 22:00:00,198,-21,-14,1032,1,1.34,0,0
2010-01-07 23:00:00,190,-21,-16,1032,1,2.23,0,0
2010-01-08 00:00:00,210,-21,-17,1031,3,1.79,0,0
2010-01-08 01:00:00,195,-19,-16,1031,3,3.58,0,0
2010-01-08 02:00:00,275,-20,-16,1031,2,0.89,0,0
2010-01-08 03:00:00,164,-19,-15,1030,4,0.89,0,0
2010-01-08 04:00:00,110,-18,-15,1030,1,0.45,0,0
2010-01-08 05:00:00,100,-18,-15,1029,1,1.34,0,0
2010-01-08 06:00:00,81,-18,-15,1029,3,1.79,0,0
2010-01-08 07:00:00,71,-16,-13,1029,2,0.89,0,0
2010-01-08 08:00:00,66,-16,-12,1029,4,0.89,0,0
2010-01-08 09:00:00,92,-16,-12,1030,4,1.78,0,0
2010-01-08 10:00:00,135,-17,-10,1030,2,0.89,0,0
2010-01-08 11:00:00,155,-16,-10,1029,1,0.89,0,0
2010-01-08 12:00:00,198,-16,-9,1028,4,3.13,0,0
2010-01-08 13:00:00,250,-15,-8,1026,4,4.92,0,0
2010-01-08 14:00:00,200,-16,-8,1026,1,0.89,0,0
2010-01-08 15:00:00,231,-16,-8,1025,1,1.78,0,0
2010-01-08 16:00:00,250,-16,-8,1025,1,2.67,0,0
2010-01-08 17:00:00,212,-17,-8,1025,4,0.89,0,0
2010-01-08 18:00:00,219,-17,-9,1026,1,0.45,0,0
2010-01-08 19:00:00,227,-17,-11,1026,1,1.34,0,0
2010-01-08 20:00:00,226,-17,-12,1026,1,1.79,0,0
2010-01-08 21:00:00,225,-18,-14,1027,3,1.79,0,0
2010-01-08 22:00:00,168,-16,-9,1027,3,4.92,0,0
2010-01-08 23:00:00,169,-16,-11,1027,3,6.71,0,0
2010-01-09 00:00:00,165,-17,-13,1027,1,0.89,0,0
2010-01-09 01:00:00,159,-17,-13,1027,3,3.13,0,0
2010-01-09 02:00:00,167,-17,-14,1027,3,4.92,0,0
2010-01-09 03:00:00,196,-17,-15,1027,3,8.05,0,0
2010-01-09 04:00:00,169,-17,-13,1027,3,9.84,0,0
2010-01-09 05:00:00,155,-19,-16,1027,3,13.86,0,0
2010-01-09 06:00:00,119,-18,-15,1027,3,17.88,0,0
2010-01-09 07:00:00,106,-19,-15,1027,3,21.9,0,0
2010-01-09 08:00:00,93,-18,-14,1028,3,25.92,0,0
2010-01-09 09:00:00,84,-18,-9,1029,2,5.81,0,0
2010-01-09 10:00:00,73,-17,-7,1029,2,11.62,0,0
2010-01-09 11:00:00,66,-17,-6,1030,2,17.43,0,0
2010-01-09 12:00:00,40,-16,-6,1029,2,23.24,0,0
2010-01-09 13:00:00,49,-16,-5,1029,2,28.16,0,0
2010-01-09 14:00:00,50,-15,-4,1029,2,33.08,0,0
2010-01-09 15:00:00,49,-14,-4,1028,2,37.1,0,0
2010-01-09 16:00:00,41,-15,-4,1029,2,38.89,0,0
2010-01-09 17:00:00,37,-15,-4,1030,3,1.79,0,0
2010-01-09 18:00:00,45,-15,-7,1030,2,3.13,0,0
2010-01-09 19:00:00,44,-15,-6,1031,3,3.13,0,0
2010-01-09 20:00:00,54,-15,-7,1032,3,4.92,0,0
2010-01-09 21:00:00,50,-15,-6,1032,2,3.13,0,0
2010-01-09 22:00:00,47,-15,-8,1033,1,0.45,0,0
2010-01-09 23:00:00,66,-15,-8,1033,1,0.9,0,0
2010-01-10 00:00:00,75,-15,-11,1033,3,0.89,0,0
2010-01-10 01:00:00,82,-17,-13,1033,3,1.78,0,0
2010-01-10 02:00:00,66,-17,-12,1033,3,4.91,0,0
2010-01-10 03:00:00,83,-17,-13,1033,3,8.04,0,0
2010-01-10 04:00:00,62,-19,-14,1032,3,9.83,0,0
2010-01-10 05:00:00,40,-18,-13,1032,3,12.96,0,0
2010-01-10 06:00:00,23,-19,-13,1032,3,16.09,0,0
2010-01-10 07:00:00,25,-19,-14,1033,3,19.22,0,0
2010-01-10 08:00:00,27,-19,-14,1034,3,22.35,0,0
2010-01-10 09:00:00,35,-17,-12,1033,3,24.14,0,0
2010-01-10 10:00:00,50,-16,-7,1033,2,4.02,0,0
2010-01-10 11:00:00,70,-15,-7,1033,3,3.13,0,0
2010-01-10 12:00:00,75,-15,-7,1032,3,6.26,0,0
2010-01-10 13:00:00,58,-14,-6,1031,3,9.39,0,0
2010-01-10 14:00:00,70,-14,-6,1031,3,12.52,0,0
2010-01-10 15:00:00,68,-13,-5,1030,3,14.31,0,0
2010-01-10 16:00:00,71,-14,-5,1031,3,16.1,0,0
2010-01-10 17:00:00,88,-14,-6,1031,3,19.23,0,0
2010-01-10 18:00:00,84,-13,-7,1032,3,23.25,0,0
2010-01-10 19:00:00,83,-15,-6,1032,3,27.27,0,0
2010-01-10 20:00:00,66,-15,-6,1033,3,30.4,0,0
2010-01-10 21:00:00,27,-15,-4,1034,3,35.32,0,0
2010-01-10 22:00:00,24,-16,-4,1034,3,44.26,0,0
2010-01-10 23:00:00,22,-17,-5,1035,3,52.31,0,0
2010-01-11 00:00:00,23,-17,-6,1035,3,60.36,0,0
2010-01-11 01:00:00,27,-17,-8,1035,1,0.89,0,0
2010-01-11 02:00:00,23,-19,-11,1036,3,4.02,0,0
2010-01-11 03:00:00,17,-20,-11,1036,3,8.94,0,0
2010-01-11 04:00:00,17,-21,-11,1035,2,4.02,0,0
2010-01-11 05:00:00,16,-22,-12,1035,3,3.13,0,0
2010-01-11 06:00:00,16,-22,-12,1035,2,4.92,0,0
2010-01-11 07:00:00,20,-22,-13,1036,3,5.81,0,0
2010-01-11 08:00:00,20,-22,-9,1036,3,13.86,0,0
2010-01-11 09:00:00,18,-22,-10,1036,3,21.91,0,0
2010-01-11 10:00:00,25,-22,-9,1036,3,29.06,0,0
2010-01-11 11:00:00,26,-21,-9,1036,3,33.08,0,0
2010-01-11 12:00:00,27,-20,-6,1035,3,42.02,0,0
2010-01-11 13:00:00,28,-19,-5,1034,3,50.96,0,0
2010-01-11 14:00:00,15,-19,-5,1033,3,59.01,0,0
2010-01-11 15:00:00,24,-20,-5,1033,3,66.16,0,0
2010-01-11 16:00:00,13,-20,-5,1032,3,71.97,0,0
2010-01-11 17:00:00,13,-20,-5,1033,3,76.89,0,0
2010-01-11 18:00:00,13,-20,-7,1033,3,81.81,0,0
2010-01-11 19:00:00,17,-22,-7,1033,3,85.83,0,0
2010-01-11 20:00:00,20,-22,-8,1033,3,89.85,0,0
2010-01-11 21:00:00,27,-23,-10,1033,3,91.64,0,0
2010-01-11 22:00:00,20,-23,-13,1033,3,93.43,0,0
2010-01-11 23:00:00,15,-22,-12,1032,1,0.89,0,0
2010-01-12 00:00:00,21,-22,-15,1031,1,1.78,0,0
2010-01-12 01:00:00,21,-22,-14,1031,2,1.79,0,0
2010-01-12 02:00:00,37,-22,-14,1031,3,0.89,0,0
2010-01-12 03:00:00,26,-24,-18,1030,2,1.79,0,0
2010-01-12 04:00:00,15,-24,-13,1030,2,3.58,0,0
2010-01-12 05:00:00,9,-25,-14,1030,3,3.13,0,0
2010-01-12 06:00:00,11,-24,-14,1030,3,7.15,0,0
2010-01-12 07:00:00,11,-25,-12,1030,3,12.96,0,0
2010-01-12 08:00:00,16,-26,-14,1030,3,16.98,0,0
2010-01-12 09:00:00,13,-25,-12,1031,3,21,0,0
2010-01-12 10:00:00,15,-25,-11,1031,3,26.81,0,0
2010-01-12 11:00:00,21,-24,-11,1030,3,35.75,0,0
2010-01-12 12:00:00,24,-23,-11,1029,3,47.82,0,0
2010-01-12 13:00:00,22,-22,-11,1029,3,63.02,0,0
2010-01-12 14:00:00,22,-23,-11,1029,3,75.98,0,0
2010-01-12 15:00:00,22,-22,-11,1029,3,88.05,0,0
2010-01-12 16:00:00,19,-23,-11,1030,3,101.01,0,0
2010-01-12 17:00:00,23,-24,-11,1030,3,109.06,0,0
2010-01-12 18:00:00,25,-24,-11,1032,3,118,0,0
2010-01-12 19:00:00,25,-23,-11,1032,3,126.05,0,0
2010-01-12 20:00:00,31,-23,-12,1032,3,134.1,0,0
2010-01-12 21:00:00,25,-24,-12,1033,3,142.15,0,0
2010-01-12 22:00:00,22,-23,-12,1033,3,150.2,0,0
2010-01-12 23:00:00,22,-23,-12,1034,3,160.03,0,0
2010-01-13 00:00:00,15,-24,-12,1034,3,169.86,0,0
2010-01-13 01:00:00,16,-24,-12,1033,3,178.8,0,0
2010-01-13 02:00:00,11,-25,-12,1033,3,189.98,0,0
2010-01-13 03:00:00,11,-24,-13,1033,3,198.03,0,0
2010-01-13 04:00:00,12,-25,-12,1032,3,205.18,0,0
2010-01-13 05:00:00,11,-25,-12,1033,3,215.01,0,0
2010-01-13 06:00:00,12,-25,-12,1032,3,226.19,0,0
2010-01-13 07:00:00,27,-25,-12,1032,3,235.13,0,0
2010-01-13 08:00:00,28,-25,-12,1032,3,243.18,0,0
2010-01-13 09:00:00,34,-23,-11,1033,3,252.12,0,0
2010-01-13 10:00:00,33,-23,-10,1033,3,257.93,0,0
2010-01-13 11:00:00,36,-22,-9,1033,3,263.74,0,0
2010-01-13 12:00:00,26,-21,-8,1031,3,270.89,0,0
2010-01-13 13:00:00,49,-21,-6,1030,3,278.94,0,0
2010-01-13 14:00:00,52,-20,-5,1029,3,286.99,0,0
2010-01-13 15:00:00,47,-22,-5,1028,3,294.14,0,0
2010-01-13 16:00:00,47,-21,-5,1028,3,299.06,0,0
2010-01-13 17:00:00,39,-19,-7,1028,4,1.79,0,0
2010-01-13 18:00:00,59,-19,-8,1028,1,0.45,0,0
2010-01-13 19:00:00,76,-20,-9,1028,1,1.34,0,0
2010-01-13 20:00:00,96,-19,-10,1027,4,1.79,0,0
2010-01-13 21:00:00,95,-19,-13,1027,1,0.89,0,0
2010-01-13 22:00:00,68,-18,-12,1027,1,1.78,0,0
2010-01-13 23:00:00,65,-18,-13,1027,2,0.89,0,0
2010-01-14 00:00:00,75,-18,-14,1026,2,1.78,0,0
2010-01-14 01:00:00,257,-20,-15,1025,2,2.67,0,0
2010-01-14 02:00:00,174,-20,-15,1025,3,0.89,0,0
2010-01-14 03:00:00,164,-20,-16,1025,3,1.78,0,0
2010-01-14 04:00:00,161,-20,-16,1024,3,3.57,0,0
2010-01-14 05:00:00,137,-21,-17,1024,3,6.7,0,0
2010-01-14 06:00:00,92,-19,-14,1023,3,10.72,0,0
2010-01-14 07:00:00,64,-21,-17,1023,3,13.85,0,0
2010-01-14 08:00:00,87,-19,-15,1024,3,15.64,0,0
2010-01-14 09:00:00,87,-19,-14,1024,3,18.77,0,0
2010-01-14 10:00:00,84,-18,-10,1024,3,22.79,0,0
2010-01-14 11:00:00,95,-17,-9,1023,3,24.58,0,0
2010-01-14 12:00:00,79,-16,-6,1023,3,26.37,0,0
2010-01-14 13:00:00,75,-17,-5,1022,3,28.16,0,0
2010-01-14 14:00:00,79,-16,-5,1022,3,29.95,0,0
2010-01-14 15:00:00,86,-15,-4,1022,3,33.08,0,0
2010-01-14 16:00:00,72,-16,-4,1023,1,0.89,0,0
2010-01-14 17:00:00,89,-15,-5,1025,4,1.79,0,0
2010-01-14 18:00:00,94,-14,-3,1026,3,5.81,0,0
2010-01-14 19:00:00,69,-16,-3,1027,3,11.62,0,0
2010-01-14 20:00:00,49,-15,-4,1029,3,20.56,0,0
2010-01-14 21:00:00,33,-16,-5,1031,3,24.58,0,0
2010-01-14 22:00:00,27,-17,-6,1032,2,3.13,0,0
2010-01-14 23:00:00,20,-18,-6,1033,2,8.05,0,0
2010-01-15 00:00:00,36,-19,-7,1034,2,13.86,0,0
2010-01-15 01:00:00,37,-17,-8,1035,3,5.81,0,0
2010-01-15 02:00:00,30,-18,-10,1035,3,11.62,0,0
2010-01-15 03:00:00,18,-19,-10,1036,3,14.75,0,0
2010-01-15 04:00:00,21,-19,-9,1036,3,19.67,0,0
2010-01-15 05:00:00,13,-19,-9,1036,2,7.15,0,0
2010-01-15 06:00:00,23,-20,-9,1037,2,12.96,0,0
2010-01-15 07:00:00,26,-19,-9,1037,2,18.77,0,0
2010-01-15 08:00:00,27,-19,-8,1038,2,22.79,0,0
2010-01-15 09:00:00,30,-19,-8,1039,2,28.6,0,0
2010-01-15 10:00:00,28,-19,-7,1039,2,35.75,0,0
2010-01-15 11:00:00,26,-18,-6,1039,2,41.56,0,0
2010-01-15 12:00:00,26,-18,-5,1039,2,45.58,0,0
2010-01-15 13:00:00,31,-17,-4,1038,3,1.79,0,0
2010-01-15 14:00:00,35,-16,-3,1037,1,0.89,0,0
2010-01-15 15:00:00,36,-17,-3,1037,1,1.78,0,0
2010-01-15 16:00:00,37,-17,-2,1037,1,2.23,0,0
2010-01-15 17:00:00,64,-15,-5,1036,4,0.89,0,0
2010-01-15 18:00:00,83,-15,-6,1036,1,0.89,0,0
2010-01-15 19:00:00,91,-15,-6,1037,1,1.78,0,0
2010-01-15 20:00:00,90,-14,-6,1037,4,1.79,0,0
2010-01-15 21:00:00,102,-14,-8,1036,4,3.58,0,0
2010-01-15 22:00:00,94,-14,-10,1037,1,0.89,0,0
2010-01-15 23:00:00,87,-15,-11,1036,1,1.78,0,0
2010-01-16 00:00:00,141,-15,-11,1036,1,2.67,0,0
2010-01-16 01:00:00,211,-16,-13,1036,2,0.89,0,0
2010-01-16 02:00:00,242,-16,-12,1036,1,0.89,0,0
2010-01-16 03:00:00,271,-16,-13,1035,2,0.89,0,0
2010-01-16 04:00:00,249,-15,-12,1035,2,1.78,0,0
2010-01-16 05:00:00,200,-14,-10,1034,3,1.79,0,0
2010-01-16 06:00:00,147,-15,-10,1034,3,2.68,0,0
2010-01-16 07:00:00,114,-15,-11,1034,3,4.47,0,0
2010-01-16 08:00:00,102,-15,-11,1034,3,6.26,0,0
2010-01-16 09:00:00,108,-14,-9,1034,3,8.05,0,0
2010-01-16 10:00:00,135,-14,-9,1034,3,9.84,0,0
2010-01-16 11:00:00,120,-13,-6,1034,1,0.89,0,0
2010-01-16 12:00:00,148,-13,-5,1033,3,1.79,0,0
2010-01-16 13:00:00,127,-12,-4,1031,1,0.89,0,0
2010-01-16 14:00:00,128,-12,-3,1031,1,1.78,0,0
2010-01-16 15:00:00,140,-12,-3,1030,1,2.67,0,0
2010-01-16 16:00:00,148,-11,-3,1030,1,3.56,0,0
2010-01-16 17:00:00,150,-11,-4,1031,2,0.89,0,0
2010-01-16 18:00:00,154,-12,-7,1031,1,0.89,0,0
2010-01-16 19:00:00,197,-12,-7,1032,1,1.78,0,0
2010-01-16 20:00:00,235,-12,-8,1032,1,2.23,0,0
2010-01-16 21:00:00,261,-12,-9,1032,1,3.12,0,0
2010-01-16 22:00:00,269,-13,-11,1032,3,0.89,0,0
2010-01-16 23:00:00,266,-14,-11,1032,3,2.68,0,0
2010-01-17 00:00:00,263,-15,-12,1032,3,5.81,0,0
2010-01-17 01:00:00,241,-14,-11,1032,1,0.45,0,0
2010-01-17 02:00:00,205,-14,-11,1031,1,1.34,0,0
2010-01-17 03:00:00,160,-14,-12,1031,3,1.79,0,0
2010-01-17 04:00:00,150,-14,-12,1031,3,3.58,0,0
2010-01-17 05:00:00,148,-14,-10,1030,3,6.71,0,0
2010-01-17 06:00:00,208,-14,-11,1030,3,9.84,0,0
2010-01-17 07:00:00,209,-15,-10,1030,3,11.63,0,0
2010-01-17 08:00:00,183,-13,-10,1030,3,14.76,0,0
2010-01-17 09:00:00,161,-13,-8,1030,3,17.89,0,0
2010-01-17 10:00:00,182,-12,-6,1030,1,0.45,0,0
2010-01-17 11:00:00,230,-11,-5,1030,1,1.34,0,0
2010-01-17 12:00:00,170,-11,-4,1029,1,2.23,0,0
2010-01-17 13:00:00,172,-11,-3,1028,1,3.12,0,0
2010-01-17 14:00:00,154,-10,-1,1027,1,4.01,0,0
2010-01-17 15:00:00,166,-11,-1,1027,1,4.46,0,0
2010-01-17 16:00:00,177,-10,-1,1026,4,0.89,0,0
2010-01-17 17:00:00,191,-10,-3,1026,4,1.78,0,0
2010-01-17 18:00:00,212,-10,-5,1027,4,2.67,0,0
2010-01-17 19:00:00,250,-10,-6,1027,2,0.89,0,0
2010-01-17 20:00:00,268,-11,-7,1027,1,0.45,0,0
2010-01-17 21:00:00,317,-10,-7,1027,1,0.9,0,0
2010-01-17 22:00:00,291,-11,-9,1027,1,1.35,0,0
2010-01-17 23:00:00,313,-12,-9,1027,2,0.89,0,0
2010-01-18 00:00:00,282,-12,-10,1028,1,0.89,0,0
2010-01-18 01:00:00,282,-13,-11,1028,3,3.13,0,0
2010-01-18 02:00:00,303,-11,-9,1028,3,4.92,0,0
2010-01-18 03:00:00,349,-13,-10,1028,3,6.71,0,0
2010-01-18 04:00:00,407,-13,-11,1028,3,7.6,0,0
2010-01-18 05:00:00,361,-13,-11,1027,2,1.79,0,0
2010-01-18 06:00:00,234,-14,-11,1028,3,0.89,0,0
2010-01-18 07:00:00,149,-14,-11,1028,3,4.02,0,0
2010-01-18 08:00:00,147,-14,-11,1028,3,5.81,0,0
2010-01-18 09:00:00,184,-11,-6,1028,3,9.83,0,0
2010-01-18 10:00:00,161,-10,-5,1028,3,11.62,0,0
2010-01-18 11:00:00,137,-9,-3,1028,3,13.41,0,0
2010-01-18 12:00:00,146,-8,-1,1027,3,15.2,0,0
2010-01-18 13:00:00,144,-9,0,1026,3,16.99,0,0
2010-01-18 14:00:00,154,-9,1,1025,2,1.79,0,0
2010-01-18 15:00:00,173,-9,1,1025,1,0.89,0,0
2010-01-18 16:00:00,188,-8,1,1025,4,0.89,0,0
2010-01-18 17:00:00,203,-7,-1,1025,4,2.68,0,0
2010-01-18 18:00:00,233,-7,-2,1025,1,0.89,0,0
2010-01-18 19:00:00,408,-7,-3,1025,4,0.89,0,0
2010-01-18 20:00:00,435,-5,-2,1026,1,0.89,0,0
2010-01-18 21:00:00,403,-5,-1,1026,3,1.79,0,0
2010-01-18 22:00:00,360,-5,-1,1026,3,3.58,0,0
2010-01-18 23:00:00,402,-6,-1,1026,1,0.89,0,0
2010-01-19 00:00:00,358,-4,-1,1025,3,1.79,0,0
